Id,0,1,2,3,4,5,6,7,8,Category
27625,58,5,80,-2,56,0,22,23,0,1
27626,102,0,103,2,70,-11,1,33,32,5
27627,37,0,76,0,24,16,39,52,14,1
27628,46,0,86,0,44,-24,41,42,2,1
27629,41,0,89,0,38,-10,48,50,2,1
27630,50,-2,88,2,50,0,38,39,0,1
27631,56,0,80,-2,6,5,24,75,50,4
27632,42,0,76,0,42,-1,34,35,0,1
27633,52,2,80,5,52,0,28,28,0,1
27634,64,0,111,4,62,-12,46,49,2,1
27635,53,0,77,0,52,-5,25,26,2,1
27636,47,1,83,-4,46,0,36,36,0,1
27637,49,-3,87,0,50,2,38,38,0,1
27638,45,-1,80,0,44,0,35,36,0,1
27639,45,1,81,0,44,0,36,37,0,1
27640,38,0,79,7,38,0,42,41,0,1
27641,48,-2,81,0,50,22,33,32,0,1
27642,55,-4,95,0,46,0,40,49,8,4
27643,55,-1,93,0,52,0,38,42,4,4
27644,48,1,83,8,46,0,35,37,2,1
27645,82,0,86,0,-10,0,3,96,92,5
27646,56,-3,92,0,56,0,36,35,0,1
27647,37,0,77,0,34,-11,41,44,2,1
27648,48,-2,83,-1,46,-2,35,37,2,1
27649,46,0,90,6,46,0,43,43,0,1
27650,85,0,88,0,0,-6,3,88,86,5
27651,44,0,87,0,42,-24,43,46,2,1
27652,37,0,77,0,16,12,41,62,22,1
27653,41,0,82,0,38,-18,41,43,2,1
27654,37,0,106,84,34,-10,69,72,4,1
27655,37,0,79,0,0,2,42,79,36,1
27656,47,2,83,5,46,0,37,37,0,1
27657,37,0,95,-3,26,11,58,70,12,1
27658,45,0,76,0,44,-4,31,32,2,1
27659,53,5,86,7,52,-9,33,35,2,1
27660,50,0,83,0,50,0,33,34,2,1
27661,55,0,78,8,46,0,23,32,8,4
27662,37,2,80,0,34,0,43,46,4,1
27663,37,0,79,0,8,-17,42,71,28,1
27664,42,3,77,2,42,0,35,36,2,1
27665,37,0,95,0,28,7,58,67,8,1
27666,56,-1,97,0,50,31,41,48,6,4
27667,55,0,77,0,8,19,22,70,48,4
27668,37,0,76,0,28,13,39,48,8,1
27669,57,2,81,0,56,0,25,24,0,1
27670,56,0,76,0,-18,-8,20,94,74,4
27671,47,3,88,1,46,0,42,42,0,1
27672,52,2,88,0,52,0,36,37,0,1
27673,87,5,89,0,8,0,2,81,80,5
27674,81,0,84,0,-18,24,4,103,98,5
27675,37,0,82,0,36,16,45,46,2,1
27676,49,0,106,0,50,6,57,57,0,1
27677,54,5,85,0,54,0,31,31,0,1
27678,49,0,87,0,46,-9,38,41,2,1
27679,102,0,103,0,72,4,1,31,30,5
27680,37,0,77,3,36,0,41,41,0,1
27681,40,0,109,0,38,0,70,71,2,1
27682,51,0,83,0,50,-14,32,33,2,1
27683,37,0,75,0,38,22,37,36,0,1
27684,56,-5,92,0,54,0,36,38,2,1
27685,53,-1,81,0,52,-19,28,29,2,1
27686,51,4,78,0,50,-11,27,29,2,1
27687,102,6,103,3,70,-6,1,33,32,5
27688,80,-1,84,0,-24,0,4,110,106,5
27689,55,0,79,0,8,-28,23,71,48,4
27690,43,1,89,2,42,0,46,48,2,1
27691,55,0,78,0,2,-29,23,75,52,4
27692,58,0,90,-6,56,0,32,33,2,1
27693,37,0,80,0,20,4,43,59,16,1
27694,37,0,79,3,10,0,42,69,26,1
27695,44,1,76,0,44,15,32,32,0,1
27696,53,1,80,0,54,7,27,26,0,1
27697,53,-4,77,0,54,0,23,23,0,1
27698,37,0,95,0,16,-20,58,80,22,1
27699,79,0,83,0,-30,-14,4,114,110,5
27700,37,0,79,-4,36,-2,41,43,2,1
27701,41,0,78,0,42,16,37,37,0,1
27702,45,-3,83,0,44,0,38,39,2,1
27703,51,0,78,0,52,22,27,26,0,1
27704,37,-5,81,0,36,-30,43,44,2,1
27705,37,0,79,0,26,-3,42,53,12,1
27706,104,0,105,0,72,5,1,33,32,5
27707,45,-5,79,0,44,0,35,35,0,1
27708,41,-2,97,0,38,-8,57,59,2,1
27709,56,0,81,0,-6,18,25,88,64,4
27710,56,1,80,3,-4,0,24,85,62,4
27711,55,0,81,0,-6,-13,25,88,64,4
27712,51,0,81,0,50,-20,30,32,2,1
27713,37,0,77,0,36,0,39,41,2,1
27714,55,-2,97,0,52,0,41,45,4,4
27715,47,-2,84,-2,46,0,38,38,0,1
27716,50,3,107,1,50,0,57,58,0,1
27717,41,0,76,0,42,7,34,34,0,1
27718,85,0,88,0,0,-17,3,88,86,5
27719,102,0,103,5,70,-16,1,33,32,5
27720,49,0,95,5,46,-21,47,49,2,1
27721,37,0,100,0,30,16,64,69,6,1
27722,49,0,78,1,50,3,29,29,0,1
27723,55,0,77,0,12,25,21,64,42,4
27724,52,0,81,0,54,31,29,27,0,1
27725,37,0,93,0,10,6,55,82,28,1
27726,51,4,87,-1,52,16,36,35,0,1
27727,37,0,79,0,8,-10,42,71,30,1
27728,45,0,86,0,44,-26,40,42,2,1
27729,37,0,96,7,28,0,59,68,8,1
27730,53,-4,86,0,54,0,33,32,0,1
27731,37,-118,106,3,30,-16,69,75,6,3
27732,37,0,80,0,20,-2,43,59,16,1
27733,56,0,96,-4,46,0,40,50,10,4
27734,56,-1,97,0,52,3,41,45,4,4
27735,55,0,95,0,54,-3,40,41,2,1
27736,41,2,76,0,42,7,35,35,0,1
27737,37,2,76,0,36,18,39,40,2,1
27738,56,0,81,0,-10,5,25,92,66,4
27739,37,0,97,0,34,0,61,64,2,1
27740,55,0,77,7,28,-6,22,49,28,4
27741,37,0,77,2,28,0,41,49,8,1
27742,57,2,92,0,56,0,35,35,0,1
27743,42,0,76,6,42,0,34,35,2,1
27744,55,0,81,6,-10,0,25,91,66,4
27745,55,0,81,0,-20,9,26,102,76,4
27746,76,2,81,-4,-42,-1,5,125,120,5
27747,55,-2,98,-3,46,0,42,51,8,4
27748,45,0,84,0,44,-11,39,41,2,1
27749,43,0,82,-4,42,-1,39,41,2,1
27750,49,0,82,0,46,-18,33,35,2,1
27751,37,0,81,-5,-4,0,44,86,42,1
27752,46,1,76,-1,46,0,30,30,0,1
27753,37,0,77,0,0,0,40,77,36,1
27754,51,0,78,0,52,23,27,26,0,1
27755,37,0,77,0,-2,-4,41,80,40,1
27756,37,0,77,-2,34,-16,40,44,4,1
27757,37,0,76,0,34,15,39,42,4,1
27758,41,0,87,2,42,26,46,46,0,1
27759,41,0,87,2,42,23,46,46,0,1
27760,58,0,84,0,60,31,25,24,0,1
27761,82,0,86,3,-6,1,4,94,90,5
27762,80,0,84,0,-28,-16,4,112,108,5
27763,53,0,84,0,54,21,31,30,0,1
27764,55,0,96,1,52,-1,41,44,4,4
27765,55,0,80,-1,-2,6,25,83,58,4
27766,37,0,78,0,-2,-7,42,81,40,1
27767,46,3,76,6,46,11,30,30,0,1
27768,37,0,79,0,36,1,43,43,0,1
27769,55,0,77,-1,28,-3,21,48,28,4
27770,41,0,87,2,38,-17,46,48,2,1
27771,37,0,83,0,2,-2,46,80,34,1
27772,55,0,79,-4,20,-6,23,58,34,4
27773,44,-5,77,0,44,0,33,33,0,1
27774,56,1,95,0,56,6,39,39,0,1
27775,55,0,77,0,26,-19,22,52,30,4
27776,37,0,76,1,38,7,39,37,0,1
27777,56,-1,95,0,44,17,40,51,12,4
27778,56,0,76,0,-2,1,20,79,58,4
27779,55,1,82,5,54,0,27,28,0,1
27780,37,0,90,2,26,0,53,64,12,1
27781,38,1,77,1,38,11,39,38,0,1
27782,46,2,86,0,46,1,40,39,0,1
27783,82,0,86,0,-42,-25,4,130,126,5
27784,45,0,83,-4,44,0,38,39,2,1
27785,37,0,80,0,30,-9,43,49,6,1
27786,104,3,106,5,70,0,1,36,34,5
27787,56,0,77,0,0,9,21,77,56,4
27788,39,-10,76,-5,-2,0,37,79,42,1
27789,39,4,78,0,38,0,39,39,0,1
27790,46,0,87,5,46,0,41,41,0,1
27791,42,0,86,3,42,0,44,45,2,1
27792,47,-5,109,0,46,0,61,62,0,1
27793,38,0,92,0,16,2,54,77,22,1
27794,49,0,83,0,46,-25,34,36,2,1
27795,55,0,77,0,-20,-19,21,97,76,4
27796,43,0,77,0,42,-15,34,35,2,1
27797,56,0,95,0,52,1,40,44,4,4
27798,46,-3,84,0,46,0,38,37,0,1
27799,79,2,83,0,-40,14,4,124,120,5
27800,44,0,76,0,44,6,31,32,0,1
27801,41,0,78,0,42,21,37,37,0,1
27802,80,1,84,1,-28,0,4,112,108,5
27803,37,0,105,0,36,9,68,69,2,1
27804,39,-3,77,-1,38,-2,37,38,0,1
27805,45,-1,80,0,46,7,35,34,0,1
27806,37,0,78,0,34,31,41,45,4,1
27807,75,-5,79,-6,-40,0,4,121,116,5
27808,41,0,81,0,38,-29,40,43,2,1
27809,53,0,87,0,54,11,34,33,0,1
27810,48,0,82,0,50,28,34,33,0,1
27811,55,0,96,0,38,-27,41,57,16,4
27812,56,0,95,0,54,-26,40,41,2,1
27813,37,0,76,1,26,7,39,50,12,1
27814,44,0,77,0,44,12,34,34,0,1
27815,49,0,84,0,46,-22,36,38,2,1
27816,56,0,96,0,36,2,40,60,20,4
27817,41,0,76,0,38,-19,34,37,2,1
27818,56,1,98,0,42,4,42,57,14,4
27819,105,0,106,0,72,0,1,33,32,5
27820,43,-1,83,-4,42,-6,40,42,2,1
27821,55,0,98,0,46,-6,42,51,8,4
27822,56,0,92,0,52,-10,36,40,4,4
27823,45,0,84,0,44,-15,39,41,2,1
27824,37,0,77,0,-24,-9,41,103,62,1
27825,53,9,77,0,28,0,24,48,24,4
27826,51,0,79,2,50,0,28,30,2,1
27827,37,0,76,0,28,27,39,47,8,1
27828,45,-1,78,0,46,11,33,32,0,1
27829,37,0,77,0,34,-13,41,44,2,1
27830,45,0,86,0,46,27,41,40,0,1
27831,51,0,79,2,52,0,27,27,0,1
27832,55,0,97,0,44,-3,41,53,12,4
27833,47,-1,77,-1,46,-2,31,31,0,1
27834,37,-31,80,0,34,0,43,46,2,3
27835,56,0,81,7,-2,0,25,84,58,4
27836,37,0,80,3,30,0,43,49,6,1
27837,37,0,77,-2,0,0,41,77,36,1
27838,56,0,78,1,8,-18,22,70,48,4
27839,37,0,76,0,18,-11,40,58,18,1
27840,49,0,80,0,46,-10,31,34,2,1
27841,56,-4,97,5,56,0,40,40,0,1
27842,49,3,86,0,50,6,37,37,0,1
27843,41,2,93,0,42,31,53,52,0,1
27844,40,0,77,1,38,0,36,38,2,1
27845,55,0,86,0,56,21,30,29,0,1
27846,44,0,81,0,42,-24,38,40,2,1
27847,49,0,83,0,46,-18,34,36,2,1
27848,56,2,77,0,-24,0,21,103,82,4
27849,49,0,78,0,50,15,29,29,0,1
27850,44,-1,79,0,42,-30,35,37,2,1
27851,37,-1,79,0,24,-4,42,55,14,1
27852,46,0,81,0,44,-22,35,37,2,1
27853,77,5,81,0,-42,0,4,125,122,5
27854,102,0,102,-2,70,-16,1,33,32,5
27855,79,0,84,0,-36,-118,4,120,116,5
27856,41,0,86,0,42,3,45,45,0,1
27857,55,0,88,5,54,0,32,33,2,1
27858,45,0,88,-23,44,-224,42,44,2,1
27859,45,0,88,0,46,24,43,42,0,1
27860,41,0,77,0,42,0,36,35,0,1
27861,37,0,77,0,10,7,40,66,26,1
27862,49,0,77,0,46,-18,28,30,2,1
27863,53,0,88,0,54,2,35,34,0,1
27864,46,0,83,-1,46,0,36,36,0,1
27865,44,0,77,-6,44,0,33,33,0,1
27866,43,0,81,0,42,-17,37,39,2,1
27867,45,0,77,0,44,-23,31,33,2,1
27868,37,0,79,0,24,-6,43,56,14,1
27869,44,5,83,0,44,0,39,39,0,1
27870,49,0,95,2,46,-18,47,49,2,1
27871,82,0,87,2,-40,7,5,128,124,5
27872,37,0,92,-4,12,0,54,79,24,1
27873,37,0,76,-6,34,0,39,42,2,1
27874,55,0,78,0,6,-3,23,73,50,4
27875,37,-1,78,-5,34,-9,41,45,4,1
27876,44,-2,92,-5,44,0,47,48,0,1
27877,43,0,86,4,42,0,43,45,2,1
27878,41,0,87,2,38,-11,46,48,2,1
27879,37,0,78,0,-4,-16,42,83,42,1
27880,43,6,107,0,42,0,64,66,2,1
27881,37,2,80,0,18,-4,43,62,20,1
27882,47,0,76,3,46,0,28,29,0,1
27883,57,-3,80,-1,56,0,23,23,0,1
27884,50,0,107,8,50,0,57,58,0,1
27885,44,1,79,0,44,19,35,35,0,1
27886,49,3,77,0,46,-17,29,31,2,1
27887,37,0,80,3,8,9,43,72,28,1
27888,43,3,81,-6,42,0,38,40,2,1
27889,44,4,86,2,42,-20,43,45,2,1
27890,55,0,92,0,-4,9,36,97,60,4
27891,41,0,80,0,38,-10,39,41,2,1
27892,41,1,86,0,42,9,45,44,0,1
27893,45,0,81,0,44,-10,36,37,2,1
27894,37,0,107,0,28,7,69,78,8,1
27895,55,0,77,0,-12,-5,21,90,68,4
27896,46,0,87,0,46,11,41,41,0,1
27897,56,0,78,0,10,12,22,68,46,4
27898,45,0,84,-1,44,-12,39,41,2,1
27899,37,0,77,0,26,-1,40,51,10,1
27900,68,0,111,-7,68,0,43,44,0,1
27901,39,-1,77,-1,38,0,38,39,0,1
27902,56,0,97,6,52,0,41,45,4,4
27903,56,0,97,0,50,-10,41,48,6,4
27904,44,1,81,0,42,-9,37,39,2,1
27905,37,0,90,0,28,-3,53,62,8,1
27906,37,0,77,0,28,22,41,49,8,1
27907,46,-2,100,0,46,0,54,54,0,1
27908,59,-4,84,0,60,0,25,24,0,1
27909,53,0,81,0,54,25,27,26,0,1
27910,44,-1,82,0,42,-31,38,41,2,1
27911,51,7,96,5,50,0,45,47,2,1
27912,56,-1,97,2,38,0,41,58,18,4
27913,44,-4,81,0,44,0,37,37,0,1
27914,77,1,81,1,-42,-22,4,125,120,5
27915,41,18,78,0,38,0,37,39,2,1
27916,55,0,77,0,28,4,21,48,28,4
27917,41,-1,86,8,42,9,46,45,0,1
27918,47,0,77,-1,46,-2,31,31,0,1
27919,39,4,81,0,38,0,42,43,0,1
27920,49,2,80,0,50,22,31,31,0,1
27921,43,0,88,-8,44,21,44,44,0,1
27922,46,-4,77,0,46,0,32,31,0,1
27923,58,-1,84,0,60,30,25,24,0,1
27924,49,3,79,0,50,13,31,30,0,1
27925,55,3,82,0,54,0,26,28,2,1
27926,37,0,103,-5,26,0,66,77,12,1
27927,56,0,97,6,52,26,41,45,4,4
27928,45,0,85,3,44,0,40,41,2,1
27929,85,0,88,-1,6,-3,3,83,80,5
27930,44,0,86,2,44,13,43,42,0,1
27931,45,3,86,0,44,-6,41,42,2,1
27932,43,0,80,0,44,10,37,36,0,1
27933,49,0,80,0,50,13,31,31,0,1
27934,40,-1,81,0,38,0,41,42,2,1
27935,55,-2,96,0,50,0,41,47,6,4
27936,37,0,77,2,-18,0,41,96,54,1
27937,85,0,88,0,0,-5,3,88,86,5
27938,81,4,85,0,-42,-29,4,129,124,5
27939,51,0,79,0,50,-15,27,30,2,1
27940,55,0,79,0,10,-7,23,68,46,4
27941,43,-1,108,0,42,-7,64,66,2,1
27942,55,0,77,0,-10,-7,21,87,66,4
27943,46,0,79,1,46,0,33,33,0,1
27944,55,0,77,0,2,0,22,75,52,4
27945,55,0,93,2,44,-12,37,49,12,4
27946,37,-85,77,0,20,0,40,57,16,3
27947,44,0,85,4,44,1,41,41,0,1
27948,55,0,77,1,-28,17,22,106,84,4
27949,37,0,93,0,10,-3,55,82,28,1
27950,51,0,102,0,50,-5,51,53,2,1
27951,55,0,77,0,18,-14,22,59,38,4
27952,45,0,85,0,44,6,41,41,0,1
27953,56,-1,97,1,50,0,41,48,6,4
27954,37,0,82,-3,36,0,45,46,0,1
27955,37,0,81,0,16,8,44,65,22,1
27956,51,0,83,0,50,-28,31,33,2,1
27957,45,-1,77,0,46,8,32,31,0,1
27958,105,3,107,6,72,3,1,35,34,5
27959,55,1,79,0,54,-4,24,25,2,1
27960,54,-2,77,-5,54,0,24,23,0,1
27961,37,0,81,0,-2,9,44,84,40,1
27962,83,0,86,0,-4,0,4,92,88,5
27963,43,0,76,0,42,-24,33,35,2,1
27964,37,0,76,0,30,6,40,45,6,1
27965,56,0,80,0,24,30,24,57,32,4
27966,44,-4,89,0,44,0,45,45,0,1
27967,56,0,95,-1,52,0,40,44,4,4
27968,56,3,97,0,50,0,41,48,6,4
27969,56,-1,78,-6,6,-17,22,73,50,4
27970,38,2,94,0,38,31,56,55,0,1
27971,37,0,82,0,38,9,45,43,0,1
27972,41,-2,83,0,42,9,42,41,0,1
27973,37,0,79,4,10,0,42,69,26,1
27974,53,0,78,0,52,-2,25,26,2,1
27975,39,0,81,3,38,0,41,42,0,1
27976,55,0,95,0,50,-7,40,46,6,4
27977,55,0,97,0,50,6,42,48,6,4
27978,55,0,96,0,46,-2,41,50,8,4
27979,56,3,99,0,38,0,42,60,18,4
27980,46,1,88,2,46,11,42,41,0,1
27981,55,0,92,-3,30,0,36,61,24,4
27982,56,-1,78,-6,26,-12,22,52,30,4
27983,56,0,92,0,54,1,36,38,2,1
27984,51,0,86,-2,50,-18,36,37,2,1
27985,83,-2,88,0,6,0,5,83,78,5
27986,37,-1,97,0,36,-17,60,61,2,1
27987,56,0,79,8,0,0,23,79,56,4
27988,42,3,83,0,42,0,41,42,0,1
27989,55,1,78,0,44,-1,23,34,12,4
27990,53,0,85,0,52,-15,32,33,2,1
27991,51,0,81,0,50,-4,30,32,2,1
27992,42,0,81,-2,42,0,39,40,2,1
27993,51,-2,86,0,50,-13,36,37,2,1
27994,53,0,80,0,52,-21,27,28,2,1
27995,37,0,77,0,30,-28,41,46,6,1
27996,45,-5,81,-1,46,2,35,34,0,1
27997,56,0,95,0,50,4,40,46,6,4
27998,37,0,83,0,34,4,46,49,4,1
27999,37,0,84,0,30,23,47,53,6,1
28000,37,0,75,0,26,-13,38,49,12,1
28001,81,0,84,0,-22,-11,4,108,104,5
28002,84,0,88,0,6,-2,5,83,78,5
28003,56,0,96,-2,54,31,40,42,2,1
28004,49,0,84,0,50,30,36,35,0,1
28005,41,0,77,-5,42,0,36,35,0,1
28006,43,0,84,2,42,0,42,43,2,1
28007,37,0,79,0,2,-4,42,76,34,1
28008,55,0,79,-2,18,-4,23,61,38,4
28009,38,0,86,-6,38,0,48,47,0,1
28010,56,0,81,-2,-12,-6,25,94,68,4
28011,41,0,83,0,42,12,42,42,0,1
28012,58,-4,86,0,56,-2,28,30,2,1
28013,45,0,85,0,44,-2,40,41,2,1
28014,42,0,85,0,42,0,44,44,0,1
28015,37,0,76,0,36,-27,39,40,2,1
28016,37,0,78,0,18,21,42,60,18,1
28017,37,0,92,-3,12,0,54,79,24,1
28018,55,0,96,0,46,-26,41,50,8,4
28019,43,0,76,-2,42,-4,33,35,2,1
28020,37,0,79,-6,34,-10,42,46,4,1
28021,57,3,82,1,56,0,25,25,0,1
28022,56,0,97,7,52,0,41,45,4,4
28023,37,0,79,0,36,-1,42,43,2,1
28024,37,0,79,6,36,-1,42,43,2,1
28025,37,0,107,0,36,-4,69,71,2,1
28026,80,2,84,0,-38,-17,4,123,118,5
28027,53,0,79,0,54,0,25,24,0,1
28028,43,0,81,0,42,-12,37,39,2,1
28029,56,0,95,0,52,5,39,43,4,4
28030,37,0,104,-18,28,0,67,76,8,1
28031,55,0,82,0,-40,-17,26,123,96,4
28032,49,-4,106,0,50,0,56,57,0,1
28033,55,0,96,0,46,-13,41,50,8,4
28034,48,0,84,-1,46,-1,36,38,2,1
28035,37,0,76,0,28,-9,40,48,8,1
28036,56,1,80,0,-2,-5,24,83,58,4
28037,41,-2,86,0,42,7,46,45,0,1
28038,45,0,84,0,44,-6,38,40,2,1
28039,52,1,86,0,52,0,33,34,0,1
28040,37,0,75,0,36,-5,37,39,2,1
28041,87,-8,89,0,8,0,2,81,78,5
28042,45,1,102,0,44,-5,57,58,2,1
28043,56,0,95,0,54,-20,40,41,2,1
28044,55,0,77,7,-22,1,21,100,78,4
28045,56,1,96,0,52,-7,40,44,4,4
28046,37,0,77,-1,34,-75,41,44,2,1
28047,49,0,88,4,50,0,39,39,0,1
28048,56,0,81,0,-2,-5,25,83,58,4
28049,51,-4,81,0,52,15,30,30,0,1
28050,37,0,104,0,28,8,66,75,8,1
28051,37,1,81,8,24,0,43,57,14,1
28052,55,0,78,0,6,-25,23,73,50,4
28053,58,-1,85,0,56,0,28,28,0,1
28054,55,0,92,0,-4,-16,36,97,60,4
28055,42,4,86,0,42,0,44,45,0,1
28056,45,0,84,0,44,-13,38,40,2,1
28057,43,1,77,-5,42,0,34,35,2,1
28058,37,0,75,0,34,5,38,41,2,1
28059,37,0,98,-2,30,2,61,67,6,1
28060,37,0,83,3,-2,0,46,85,40,1
28061,45,0,81,0,44,-13,35,37,2,1
28062,45,0,90,0,44,-19,44,46,2,1
28063,56,0,86,6,56,0,30,30,0,1
28064,37,-1,100,-4,30,-7,64,69,6,1
28065,53,0,81,0,52,-15,28,29,2,1
28066,55,0,82,0,-40,-30,26,123,96,4
28067,80,-6,84,-8,-40,2,4,126,122,5
28068,37,0,76,-4,34,7,39,42,2,1
28069,46,0,81,5,46,6,35,35,0,1
28070,37,0,105,0,16,-13,68,89,22,1
28071,38,0,107,4,38,0,69,68,0,1
28072,49,-1,84,0,50,9,36,35,0,1
28073,37,0,77,0,-20,21,41,98,58,1
28074,47,-1,81,-1,46,0,33,34,0,1
28075,51,0,82,5,52,10,31,30,0,1
28076,52,-2,80,0,52,0,27,28,0,1
28077,37,0,80,0,36,14,43,44,0,1
28078,40,0,79,6,38,0,39,40,2,1
28079,84,-1,87,0,0,0,3,87,84,5
28080,40,0,97,-1,38,0,57,58,2,1
28081,43,-5,77,0,42,0,34,35,2,1
28082,37,0,76,-7,36,0,40,40,0,1
28083,37,0,83,0,2,-16,46,81,34,1
28084,47,5,87,4,46,0,40,41,0,1
28085,55,0,96,0,42,2,41,55,14,4
28086,37,0,80,-5,20,0,43,59,16,1
28087,37,0,81,0,28,-9,45,53,8,1
28088,49,1,82,0,46,-8,33,35,2,1
28089,37,0,79,0,38,16,41,40,0,1
28090,56,0,97,1,52,9,41,46,4,4
28091,37,0,97,0,10,-11,59,86,28,1
28092,40,3,81,0,38,0,41,42,2,1
28093,50,4,84,0,50,0,34,35,0,1
28094,37,0,74,0,28,17,38,46,8,1
28095,49,0,80,0,50,21,31,31,0,1
28096,44,-4,77,0,42,-26,33,35,2,1
28097,49,0,88,0,50,9,40,39,0,1
28098,50,0,83,6,50,0,33,34,2,1
28099,43,0,82,0,42,-5,39,41,2,1
28100,41,0,82,-7,38,-30,41,43,2,1
28101,84,0,88,-1,-2,-11,3,90,88,5
28102,42,0,82,6,42,0,39,41,2,1
28103,45,-1,86,-3,44,10,40,42,2,1
28104,42,-4,86,0,42,0,44,45,2,1
28105,49,-1,79,0,50,11,30,30,0,1
28106,55,0,97,2,38,0,41,58,16,4
28107,44,3,81,0,44,9,38,37,0,1
28108,45,0,79,-3,44,-9,33,35,2,1
28109,48,0,81,0,50,24,32,32,0,1
28110,37,-12,106,-1,34,-1,69,72,4,1
28111,48,0,87,3,46,0,39,41,2,1
28112,56,0,95,0,44,-8,40,51,12,4
28113,56,0,84,0,54,-8,28,30,2,1
28114,42,5,85,0,42,0,44,44,0,1
28115,37,-5,77,-1,36,0,41,41,0,1
28116,41,0,78,-1,42,-2,37,37,0,1
28117,42,0,102,0,42,0,60,60,0,1
28118,41,0,77,0,38,-7,36,38,2,1
28119,50,3,79,1,50,0,29,30,0,1
28120,44,0,79,0,42,-25,35,37,2,1
28121,41,0,85,0,38,-5,44,46,2,1
28122,45,0,84,0,44,-5,39,41,2,1
28123,37,0,79,-2,34,0,42,46,4,1
28124,37,0,107,0,28,31,69,78,8,1
28125,55,0,96,0,46,3,41,50,8,4
28126,55,-4,82,0,54,-5,26,28,2,1
28127,37,0,80,-2,36,-6,43,44,2,1
28128,37,0,104,0,16,-17,67,88,22,1
28129,37,0,79,-1,20,0,43,59,16,1
28130,47,-5,83,0,46,0,35,36,0,1
28131,37,0,108,0,36,13,71,72,0,1
28132,43,3,77,0,42,0,34,35,2,1
28133,55,0,95,0,52,4,40,44,4,4
28134,42,0,76,-3,42,0,35,35,0,1
28135,51,-1,88,0,50,-4,37,39,2,1
28136,53,5,88,0,52,-3,35,36,2,1
28137,82,0,85,0,-6,19,3,93,90,5
28138,55,0,77,3,-22,0,22,101,78,4
28139,55,0,96,-7,46,0,41,50,8,4
28140,53,1,77,0,54,7,24,23,0,1
28141,37,0,79,0,8,-20,42,71,28,1
28142,41,0,79,0,38,-24,38,41,2,1
28143,55,1,78,0,42,0,23,37,14,4
28144,42,0,82,5,42,0,40,41,0,1
28145,37,0,104,5,24,0,66,80,14,1
28146,44,2,107,0,44,9,63,63,0,1
28147,55,0,96,7,42,-12,41,55,14,4
28148,37,0,81,10,24,0,44,58,14,1
28149,42,4,96,0,42,0,54,55,0,1
28150,37,1,75,0,28,31,38,46,8,1
28151,50,0,83,0,50,0,33,33,0,1
28152,44,-3,83,0,44,5,40,39,0,1
28153,37,0,81,3,30,0,44,50,6,1
28154,45,0,79,6,44,0,34,35,2,1
28155,37,0,105,0,34,14,68,71,4,1
28156,39,2,79,0,38,0,41,41,0,1
28157,53,1,80,0,52,-2,27,28,2,1
28158,37,0,78,0,6,-21,41,73,32,1
28159,50,1,77,0,50,0,26,28,2,1
28160,45,0,88,0,46,21,42,41,0,1
28161,44,0,82,0,42,-13,38,41,2,1
28162,41,0,79,-7,38,0,39,41,2,1
28163,49,-2,77,-2,46,-26,29,31,2,1
28164,45,4,88,0,44,0,42,44,2,1
28165,56,0,95,0,52,7,40,44,4,4
28166,37,0,83,0,30,2,46,52,6,1
28167,46,0,85,2,44,-26,39,41,2,1
28168,56,0,80,3,-22,1,24,103,80,4
28169,47,0,88,8,46,0,42,42,0,1
28170,55,0,79,-1,20,-1,24,59,34,4
28171,37,0,77,0,36,21,41,41,0,1
28172,37,0,76,0,28,3,39,48,8,1
28173,56,3,86,0,56,3,30,30,0,1
28174,56,0,96,0,54,-10,40,42,2,1
28175,37,0,80,2,10,0,43,70,26,1
28176,49,-4,82,0,50,12,33,33,0,1
28177,37,0,97,0,26,0,60,71,12,1
28178,56,-2,97,-1,46,0,41,51,10,4
28179,44,0,84,0,44,0,40,40,0,1
28180,55,0,77,0,18,-10,22,59,38,4
28181,44,-2,83,0,44,3,39,39,0,1
28182,43,0,76,-2,42,-3,33,35,2,1
28183,43,0,76,7,42,-8,33,35,2,1
28184,107,6,108,1,72,2,1,35,34,5
28185,56,0,77,0,-2,28,21,79,58,4
28186,43,1,86,0,42,-6,42,44,2,1
28187,43,0,79,2,42,-1,35,37,2,1
28188,55,5,77,0,54,0,23,23,0,1
28189,47,0,77,0,46,0,31,31,0,1
28190,81,2,84,0,-12,20,3,97,94,5
28191,41,-1,78,0,42,4,37,37,0,1
28192,49,2,83,0,50,2,33,33,0,1
28193,43,-2,77,0,44,23,34,34,0,1
28194,56,0,95,0,50,-28,39,46,6,4
28195,37,0,81,0,30,7,45,50,6,1
28196,37,-1,76,-6,36,-9,39,40,0,1
28197,37,0,77,6,-12,-20,41,90,50,1
28198,41,0,79,-1,42,0,38,38,0,1
28199,41,0,84,0,38,-22,44,46,2,1
28200,51,1,81,0,50,-28,30,32,2,1
28201,66,1,113,0,68,31,47,45,0,1
28202,37,0,77,0,2,-18,40,74,34,1
28203,41,1,79,0,42,7,38,37,0,1
28204,79,5,83,0,-30,0,4,114,110,5
28205,50,0,87,3,50,0,37,38,0,1
28206,45,-1,86,-3,44,-20,40,42,2,1
28207,82,0,85,0,-2,6,3,88,84,5
28208,56,0,77,0,46,17,22,31,10,4
28209,38,0,109,0,36,-19,72,73,2,1
28210,55,0,93,0,38,-14,37,54,16,4
28211,76,-1,81,0,-40,0,5,122,118,5
